method,method_id,impact_category,indicator,scenario,route,c3c4,stageD,net,sign_mismatch_vs_GWP,rank_in_method,rank_in_GWP,rank_delta_vs_GWP
"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",acidification_terrestrial__terrestrial_acidification_potential___d8990d21,acidification: terrestrial,terrestrial acidification potential (TAP),SSP1VLLO_2050,landfill,0.0002330175835989,0.0,0.0002330175835989,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),SSP1VLLO_2050,hydrolysis,44.5199290837045,-1.941988607298532,42.57794047640596,True,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),SSP2M_2050,hydrolysis,44.51268902220285,-1.631445486834337,42.88124353536851,True,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),SSP5H_2050,hydrolysis,44.56764351736485,-1.5512449027135202,43.01639861465133,True,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),contemp,hydrolysis,2.6687522195590234,-1.3573885651649695,1.311363654394054,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),SSP1VLLO_2050,msfsc,55.69652873539774,51.54122712890166,107.2377558642994,True,5.0,3.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),SSP2M_2050,msfsc,54.91550967525495,52.01995339357346,106.93546306882841,True,5.0,3.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),SSP5H_2050,msfsc,54.82454672635672,52.098737099080914,106.92328382543764,True,5.0,3.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)",ecotoxicity_marine__marine_ecotoxicity_potential_METP__4ccba5cc,ecotoxicity: marine,marine ecotoxicity potential (METP),contemp,msfsc,54.65486920130733,-2.245611833487365,52.40925736781996,True,5.0,3.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP1VLLO_2050,landfill,0.5249190721308191,0.0,0.5249190721308191,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP2M_2050,landfill,0.5525751402609915,0.0,0.5525751402609915,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP5H_2050,landfill,0.5840801923253034,0.0,0.5840801923253034,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),contemp,landfill,0.5387991306899995,0.0,0.5387991306899995,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP1VLLO_2050,recycling_postcons,39.20020865114219,-19.292933512476537,19.907275138665653,True,5.0,2.0,3.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP2M_2050,recycling_postcons,38.208872206713245,-19.96375709935548,18.245115107357766,True,5.0,2.0,3.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP5H_2050,recycling_postcons,43.8648817569052,-33.0336202968799,10.831261460025296,True,5.0,2.0,3.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),contemp,recycling_postcons,46.03110186889885,-31.26900174190553,14.762100126993321,True,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP1VLLO_2050,reuse,0.0385346066426073,-27.88570949719073,-27.847174890548125,False,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP2M_2050,reuse,0.0409112491234118,-31.84550142220608,-31.80459017308267,False,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP5H_2050,reuse,0.0439088767480163,-49.92111134280342,-49.87720246605541,False,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),contemp,reuse,0.0493114251213868,-42.16093915924242,-42.11162773412103,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP1VLLO_2050,hydrolysis,-51.41065554993484,-38.39987999849138,-89.81053554842622,False,2.0,4.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP2M_2050,hydrolysis,-50.31701243190786,-22.66988832699709,-72.98690075890495,False,2.0,4.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP5H_2050,hydrolysis,-50.88676159208799,-18.407038527371107,-69.29380011945909,False,2.0,4.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),contemp,hydrolysis,78.81585563588317,-15.333584894997385,63.48227074088578,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP1VLLO_2050,msfsc,-17.80671180956387,-127.74919456100848,-145.55590637057236,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP2M_2050,msfsc,-66.87950160091715,-97.72024664653132,-164.59974824744847,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),SSP5H_2050,msfsc,-68.43900998434309,-106.07642443038146,-174.51543441472455,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)",ecotoxicity_terrestrial__terrestrial_ecotoxicity_potential_TE__16f3b1ae,ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),contemp,msfsc,-71.82361859827921,-27.5105821766543,-99.3342007749335,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP1VLLO_2050,landfill,0.032510740827664,0.0,0.032510740827664,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP2M_2050,landfill,0.0329104996331895,0.0,0.0329104996331895,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP5H_2050,landfill,0.0317042739550921,0.0,0.0317042739550921,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),contemp,landfill,0.0363447787118751,0.0,0.0363447787118751,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP1VLLO_2050,recycling_postcons,0.9066700405130944,-5.976510014418871,-5.0698399739057765,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP2M_2050,recycling_postcons,0.8081948947547556,-5.922011878466772,-5.113816983712016,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP5H_2050,recycling_postcons,0.8402585633481682,-5.635665647750487,-4.795407084402319,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),contemp,recycling_postcons,0.5862493513492392,-6.35244370601931,-5.766194354670071,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP1VLLO_2050,reuse,0.00172004439844,-6.83539056346269,-6.83367051906425,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP2M_2050,reuse,0.0019215917515813,-6.861833626561118,-6.859912034809537,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP5H_2050,reuse,0.0017892629955136,-6.538096105095537,-6.536306842100023,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),contemp,reuse,0.0030462895405417,-7.346218205558473,-7.343171916017931,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP1VLLO_2050,hydrolysis,0.0363968691330388,-1.0359412865144182,-0.9995444173813794,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP2M_2050,hydrolysis,-0.0038767149511104,-2.069396882550139,-2.0732735975012493,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP5H_2050,hydrolysis,0.1007167723125802,-2.155566016433059,-2.0548492441204784,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),contemp,hydrolysis,4.392240649431972,-2.6845110461700177,1.7077296032619547,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP1VLLO_2050,msfsc,0.1261856682939126,-3.890061512949208,-3.7638758446552956,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP2M_2050,msfsc,4.048809232432674,-6.422197381420577,-2.3733881489879023,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),SSP5H_2050,msfsc,4.040850161002444,-6.21240497554847,-2.1715548145460257,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",energy_resources_non_renewab__fossil_fuel_potential_FFP__b59753d2,"energy resources: non-renewable, fossil",fossil fuel potential (FFP),contemp,msfsc,1.924578429646585,-6.845022597664602,-4.920444168018017,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP1VLLO_2050,landfill,8.043699073524023e-06,0.0,8.043699073524023e-06,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP2M_2050,landfill,8.131480580553724e-06,0.0,8.131480580553724e-06,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP5H_2050,landfill,4.349014075165695e-06,0.0,4.349014075165695e-06,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),contemp,landfill,1.5884001388795626e-05,0.0,1.5884001388795626e-05,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP1VLLO_2050,recycling_postcons,0.0005397466180154,-0.0075341289025461,-0.0069943822845307,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP2M_2050,recycling_postcons,0.0005339369087701,-0.0074851001478945,-0.006951163239124401,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP5H_2050,recycling_postcons,0.0010128845401773,-0.0067468419335746,-0.0057339573933973004,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),contemp,recycling_postcons,0.0005820966099805,-0.0075886350872632,-0.0070065384772827,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP1VLLO_2050,reuse,3.2434354332409586e-05,-0.0080907091984817,-0.00805827484414929,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP2M_2050,reuse,3.290740075473149e-05,-0.0080329596140187,-0.008000052213263968,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP5H_2050,reuse,3.21524217836692e-05,-0.0074933352907554,-0.007461182868971731,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),contemp,reuse,2.911210293156467e-05,-0.0089215402926385,-0.008892428189706937,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP1VLLO_2050,hydrolysis,0.0037609640426648,-0.002812929176702,0.0009480348659628001,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP2M_2050,hydrolysis,0.003731075253005,-0.0027976974973961,0.0009333777556089001,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP5H_2050,hydrolysis,0.0051600384673953,-0.0022999556208987,0.0028600828464966,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),contemp,hydrolysis,0.0412379765153232,-0.0034404964884208,0.037797480026902405,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP1VLLO_2050,msfsc,-0.0018149754546035,-0.0086355793633132,-0.0104505548179167,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP2M_2050,msfsc,-0.0001777778894848,-0.0097049332051919,-0.009882711094676701,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),SSP5H_2050,msfsc,-0.0018535099546547,-0.0080994506277351,-0.0099529605823898,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",eutrophication_freshwater__freshwater_eutrophication_potential___55c623e0,eutrophication: freshwater,freshwater eutrophication potential (FEP),contemp,msfsc,-0.0020623598825203,-0.0109128862398345,-0.0129752461223548,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP1VLLO_2050,landfill,3.864852346521775e-05,0.0,3.864852346521775e-05,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP2M_2050,landfill,3.870223351778784e-05,0.0,3.870223351778784e-05,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP5H_2050,landfill,3.8279042478218856e-05,0.0,3.8279042478218856e-05,False,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),contemp,landfill,3.9141141252312415e-05,0.0,3.9141141252312415e-05,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP1VLLO_2050,recycling_postcons,1.6326993853624072e-05,-0.0006984284068165,-0.000682101412962876,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP2M_2050,recycling_postcons,1.845074936448029e-05,-0.0007047019523854,-0.0006862512030209197,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP5H_2050,recycling_postcons,2.8978743480866024e-05,-0.0006122748251452,-0.000583296081664334,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),contemp,recycling_postcons,-6.349685626451802e-06,-0.0006838220550358,-0.0006901717406622517,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP1VLLO_2050,reuse,6.806762833343874e-05,-0.0014446826708469,-0.0013766150425134614,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP2M_2050,reuse,6.809054861644815e-05,-0.0014439379646486,-0.001375847416032152,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP5H_2050,reuse,6.803289758186482e-05,-0.001343878592877,-0.0012758456952951353,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),contemp,reuse,5.78085582554032e-05,-0.0014667575437892,-0.0014089489855337969,False,1.0,1.0,0.0
