route,scenario,project,fg_db,stage,scaling_note,method,unit,score
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,-0.02439618860134809
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,stageD,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.02450325208403852
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",kg SO2-Eq,-0.03348140461388835
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP1000)",kg CO2-Eq,-2.7138961999828464
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","kg 1,4-DCB-Eq",-0.25753210220337625
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","kg 1,4-DCB-Eq",-0.46187395880154875
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","kg 1,4-DCB-Eq",-5.22790949491943
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)",kg oil-Eq,-2.485548443204852
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)",kg P-Eq,0.005129001894831916
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",kg N-Eq,0.000387042216943062
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","kg 1,4-DCB-Eq",-28.538839516882906
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","kg 1,4-DCB-Eq",-3.5040074955979694
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",kg Co-60-Eq,0.0029759176035573007
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",m2*a crop-Eq,-0.6620253898831204
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)",kg Cu-Eq,-0.6022629972597825
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)",kg CFC-11-Eq,2.1001167204624242e-05
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)",kg PM2.5-Eq,-0.014825327536013459
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)",kg NOx-Eq,-0.017729878235654424
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",kg NOx-Eq,-0.018455041661917887
Hydrolysis,SSP5H_2050,pCLCA_CA_2025_prospective,mtcw_foreground_prospective,joint,FU = 3.67 kg scrap gate,"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",cubic meter,0.0355699107926936
